281#833,523,497
209#617,575,497
259#767,593,501
119#357,468,319
240#715,645,507
172#511,250,422
253#743,545,490
207#618,541,478
242#721,411,501
98#289,176,249
209#622,587,436
254#750,520,502
188#556,454,376
246#733,481,509
120#359,430,279
216#635,497,447
139#410,382,323
202#601,597,506
239#709,538,502
253#747,557,495
214#638,621,503
223#663,369,466
231#677,502,490
208#614,328,501
201#587,532,446
237#701,463,478
201#594,549,465
275#807,554,514
189#559,573,381
95#283,248,292
141#417,568,332
202#601,530,413
65#190,339,161
226#674,256,500
212#632,610,502
84#250,650,215
237#706,296,496
225#663,335,511
238#702,488,483
248#737,559,493
242#718,477,493
251#746,473,479
248#730,490,514
242#721,544,500
220#651,406,475
198#585,556,502
240#713,309,503
35#105,421,95
251#732,570,495
234#689,597,441
196#583,440,490
196#574,503,409
236#701,442,499
240#715,329,507
242#715,484,493
276#812,539,511
233#691,609,490
227#678,392,487
165#491,579,364
155#460,283,346
216#642,561,516
168#504,182,433
260#773,465,521
270#800,407,505
233#688,444,483
226#675,504,474
218#650,456,487
222#661,576,501
227#673,344,477
212#631,476,426
220#647,356,484
235#698,509,495
241#715,512,491
280#826,596,505
257#767,396,494
280#834,656,496
325#971,481,507
309#918,568,506
198#581,547,482
216#632,541,467
210#623,388,488
215#636,607,503
260#776,583,518
227#667,637,509
226#663,429,479
226#665,638,503
249#741,602,463
194#576,658,500
216#641,637,470
64#192,81,193
218#648,670,506
186#556,380,468
249#734,533,469
228#673,442,486
242#721,609,493
235#695,564,506
237#696,536,473
268#794,551,504
269#797,528,502
505#1511,516,505
